,,,,,,,,,,,,,,
"Progress of PNG D, CNG and Pipeline (inch-km) in the Country - March  2025",,,,,,,,,,,,,,
,,,,,,Actual Progress vis-à-vis MWP Targets as on 31.3.2025,,,,,,,,
S.No,GA ID,Geographical Area/ CGD Networks,State/ Union Territory,Authorized CGD Entity,Date of Authorization,PNG Domestic Connections (Nos.),,,CNG Stations (Nos.),,, Pipeline (inch-Km),,
,,,,,, Total MWP Target,Pro-Rata Target,Achievement, Total MWP Target,Pro-Rata Target,Achievement, Total MWP Target,Pro-Rata Target,Achievement
,,,,,,Actual Progress vis-à-vis MWP Targets as on 31.3.2025,,,,,,,,
S.No,GA ID,Geographical Area/ CGD Networks,State/ Union Territory,Authorized CGD Entity,Date of Authorization,PNG Domestic Connections (Nos.),,,CNG Stations (Nos.),,, Pipeline (inch-Km),,
,,,,,, Total MWP Target,Pro-Rata Target,Achievement, Total MWP Target,Pro-Rata Target,Achievement, Total MWP Target,Pro-Rata Target,Achievement
127,9.7,"Jangaon, Jayashankar Bhupalpally,",Telangana,Megha City Gas Distribution  Private Limited,24-Sep-18,99999,35000,3829,12,6,8,800,520,232
,,"Mahabubabad, Warangal Urban & Warangal Rural Districts",,,,,,,,,,,,
128,9.71,"Medak, Siddipet & Sangareddy",Telangana,Torrent Gas Limited,13-Sep-18,310770,108770,2396,54,28,17,5076,3299,1460
,,Districts,,,,,,,,,,,,
129,9.72,"Medchal-Malkajgiri, Ranga Reddy & Vikarabad Districts",Telangana,Megha City Gas Distribution  Private Limited,14-Nov-18,415000,134875,5759,110,54,26,2020,1263,1735
130,9.73,Nalgonda Suryapet & Yadadri Bhuvanagiri Districts,Telangana,Megha City Gas Distribution  Private Limited,13-Sep-18,350000,122500,5626,75,39,20,1500,975,768
131,9.74,Gomati District,Tripura,Tripura Natural Gas Company,28-Sep-18,11514,4030,974,6,3,8,170,111,33
,,,,Limited,,,,,,,,,,
132,9.75,West Tripura (EAAA) District,Tripura,Tripura Natural Gas Company,28-Sep-18,15800,5530,16847,6,3,8,60,39,28
,,,,Limited,,,,,,,,,,
133,9.76,"Bulandshahr District (EAAA), Aligarh &",Uttar Pradesh,Indian-Oil Adani Gas Private Limited,24-Sep-18,143404,50191,5895,46,24,27,1662,1080,965
,,Hathras Districts,,,,,,,,,,,,
134,9.77,"Allahabad District (EAAA), Bhadohi & Kaushambi Districts",Uttar Pradesh,Indian-Oil Adani Gas Private Limited,13-Sep-18,58658,20530,7478,24,13,19,680,442,393
135,9.78,"Amethi, Pratapgarh & Raebareli",Uttar Pradesh,Bharat Petroleum Corporation,10-Aug-18,18169,6359,6430,20,11,33,385,250,267
,,Districts,,Limited,,,,,,,,,,
136,9.79,"Auraiya, Kanpur Dehat & Etawah",Uttar Pradesh,Torrent Gas Limited,13-Sep-18,118800,41580,11511,27,14,37,1602,1041,982
,,Districts,,,,,,,,,,,,
137,9.8,Faizabad & Sultanpur Districts,Uttar Pradesh,Green Gas Limited,24-Sep-18,4000,1400,2005,4,2,9,350,228,894
138,9.81,"Gorakhpur, Sant Kabir Nagar & Kushinagar Districts",Uttar Pradesh,Torrent Gas Limited,13-09-2018,178200,44550,10977,36,14,30,5814,2907,1255
,,,,,(New start date 01-102019),,,,,,,,,
139,9.82,"Meerut District (EAAA), Muzaffarnagar & Shamli Districts",Uttar Pradesh,Indraprastha Gas Limited,13-Sep-18,105543,36940,61532,36,19,43,1755,1141,1891
140,9.83,Moradabad (EAAA) District,Uttar Pradesh,Torrent Gas Limited,13-Sep-18,154800,54180,13167,27,14,21,792,515,472
141,9.84,Unnao (EAAA) District,Uttar Pradesh,Green Gas Limited,24-Sep-18,3000,1050,663,2,1,3,150,98,136
142,9.85,Dehradun District,Uttarakhand,GAIL Gas Limited,12-09-2018,300001,60000,35272,50,15,15,900,360,565
,,,,,(New start date,,,,,,,,,
,,,,,01.01.2022),,,,,,,,,
,,,,,,,,,,,,,,
"Progress of PNG D, CNG and Pipeline (inch-km) in the Country - March  2025",,,,,,,,,,,,,,
,,,,,,Actual Progress vis-à-vis MWP Targets as on 31.3.2025,,,,,,,,
S.No,GA ID,Geographical Area/ CGD Networks,State/ Union Territory,Authorized CGD Entity,Date of Authorization,PNG Domestic Connections (Nos.),,,CNG Stations (Nos.),,, Pipeline (inch-Km),,
,,,,,, Total MWP Target,Pro-Rata Target,Achievement, Total MWP Target,Pro-Rata Target,Achievement, Total MWP Target,Pro-Rata Target,Achievement
143,9.86,Burdwan District,West Bengal,Indian-Oil Adani Gas Private Limited,28-09-2018,247852,49570,10690,80,24,23,2230,892,751
,,,,,(New start date,,,,,,,,,
,,,,,01.01.2022),,,,,,,,,
144,10.01,Anantapur and YSR (Kadapa) Districts,Andhra Pradesh,AGP City Gas Private Limited,24-Apr-19,1001101,275303,11160,134,55,27,3289,1809,2180
145,10.02,Sri Potti Sriramulu Nellore District,Andhra Pradesh,AGP City Gas Private Limited,24-Apr-19,852111,234331,6379,81,33,19,1468,807,340
146,10.03,"Chittoor, Kolar and Vellore Districts","Andhra Pradesh,",AGP City Gas Private Limited,24-04-2019,2295933,459187,15338,251,75,49,1731,692,2032
,,,Tamil Nadu and Karnataka,,(New start date,,,,,,,,,
,,,,,01.04.2022),,,,,,,,,
147,10.04,"Araria, Purnia, Katihar and Kishanganj",Bihar,Indian Oil Corporation Limited,29-03-2019,305200,61040,14910,79,24,11,910,364,614
,,Districts,,,(New start date,,,,,,,,,
,,,,,01.01.2022),,,,,,,,,
148,10.05,"Arwal, Jehanabad, Bhojpur and Buxar",Bihar,Indian Oil Corporation Limited,29-Mar-19,80636,21503,16494,50,20,13,1023,546,1380
,,Districts,,,,,,,,,,,,
149,10.06,"Khagaria, Saharsa and Madhepura",Bihar,Indian Oil Corporation Limited,29-03-2019,24730,4946,4310,9,3,6,374,150,442
,,Districts,,,(New start date,,,,,,,,,
,,,,,01.01.2022),,,,,,,,,
150,10.07,"Lakhisarai, Munger and Bhagalpur",Bihar,Indian Oil Corporation Limited,29-Mar-19,54471,14526,12645,16,6,10,1625,867,1022
,,Districts,,,,,,,,,,,,
151,10.08,"Muzaffarpur, Vaishali, Saran and Samastipur Districts",Bihar,Indian Oil Corporation Limited,29-Mar-19,1006975,268527,51910,222,89,46,2838,1514,3070
152,10.09,Nawada and Koderma Districts,Bihar and Jharkhand,Indian Oil Corporation Limited,29-03-2019,13632,2726,2764,21,6,5,527,211,360
,,,,,(New start date,,,,,,,,,
,,,,,01.01.2022),,,,,,,,,
153,10.1,"Sheikhpura, Jamui and Deoghar",Bihar and Jharkhand,Indian Oil Corporation Limited,29-Mar-19,37441,9984,10002,16,6,6,1564,834,1633
,,Districts,,,,,,,,,,,,
154,10.11,Kaithal District,Haryana,Indraprastha Gas Limited,29-Mar-19,99144,29743,40994,27,12,16,810,486,971
155,10.12,"Sirsa, Fatehabad and Mansa (Punjab)",Haryana and Punjab,Gujarat Gas Limited,29-03-2019,500001,100000,2507,54,16,27,1500,600,375
,,Districts,,,(New start date,,,,,,,,,
,,,,,01.07.2021),,,,,,,,,
156,10.13,Chatra and Palamu Districts,Jharkhand,Bharat Petroleum Corporation,29-Mar-19,10821,3246,3397,4,2,10,100,60,105
,,,,Limited,,,,,,,,,,
157,10.14,Seraikela-Kharsawan District,Jharkhand,GAIL Gas Limited,29-03-2019,220001,44000,13252,41,12,15,601,240,366
,,,,,(New start date,,,,,,,,,
,,,,,01.01.2022),,,,,,,,,
158,10.15,West Singhbhum District,Jharkhand,GAIL Gas Limited,29-03-2019,6028,1206,125,5,2,2,100,40,0
,,,,,(New start date,,,,,,,,,
,,,,,01.01.2022),,,,,,,,,
159,10.16,"Bagalkot, Koppal and Raichur Districts",Karnataka,AGP City Gas Private Limited,24-Apr-19,586121,161183,4063,114,47,26,1979,1088,1144
160,10.17,"Chikkamagaluru, Hassan and Kodagu",Karnataka,AGP City Gas Private Limited,24-Apr-19,928651,255379,337,121,50,22,1187,653,850
,,Districts,,,,,,,,,,,,
161,10.18,Kalaburagi and Vijayapura Districts,Karnataka,AGP City Gas Private Limited,24-Apr-19,526551,144802,437,62,26,21,1395,767,818
,,,,,,,,,,,,,,
"Progress of PNG D, CNG and Pipeline (inch-km) in the Country - March  2025",,,,,,,,,,,,,,
,,,,,,Actual Progress vis-à-vis MWP Targets as on 31.3.2025,,,,,,,,
S.No,GA ID,Geographical Area/ CGD Networks,State/ Union Territory,Authorized CGD Entity,Date of Authorization,PNG Domestic Connections (Nos.),,,CNG Stations (Nos.),,, Pipeline (inch-Km),,
,,,,,, Total MWP Target,Pro-Rata Target,Achievement, Total MWP Target,Pro-Rata Target,Achievement, Total MWP Target,Pro-Rata Target,Achievement
162,10.19,"Mysuru, Mandya and Chamarajanagar",Karnataka,AGP City Gas Private Limited,24-Apr-19,1354714,372546,3024,171,71,29,1293,711,1681
,,Districts,,,,,,,,,,,,
163,10.2,"Uttara Kannada, Haveri and Shivamogga Districts",Karnataka,AGP City Gas Private Limited,24-Apr-19,899311,247311,776,126,52,26,1993,1096,802
164,10.21,"Alapuzzha, Kollam and Thiruvananthapuram Districts",Kerala,AGP City Gas Private Limited,29-Mar-19,1851111,555333,42116,291,131,45,1851,1111,727
165,10.22,Ashoknagar District,Madhya Pradesh,Indian Oil Corporation Limited,29-Mar-19,3885,1166,1785,9,4,3,158,95,194
166,10.23,Gwalior (EAAA) District and Sheopur,Madhya Pradesh,Rajasthan State Gas Limited,29-Mar-19,167756,50327,700,26,12,6,2278,1367,0
,,District,,,,,,,,,,,,
167,10.24,Morena District,Madhya Pradesh,Indian Oil Corporation Limited,29-Mar-19,8160,2448,3964,8,4,7,138,83,233
168,10.25,"Raisen, Shajapur and Sehore Districts",Madhya Pradesh,GAIL Gas Limited,29-Mar-19,400001,120000,7502,65,29,30,551,331,143
169,10.26,Shivpuri District,Madhya Pradesh,Think Gas Bhopal Private Limited,29-Mar-19,27229,8169,3126,11,5,6,60,36,69
170,10.27,Sidhi and Singrauli Districts,Madhya Pradesh,Bharat Petroleum Corporation,29-Mar-19,20800,6240,7347,11,5,10,600,360,239
,,,,Limited,,,,,,,,,,
171,10.28,"Ujjain (EAAA) District, Dewas (EAAA) District and Indore (EAAA) District",Madhya Pradesh,Gujarat Gas Limited,29-Mar-19,484500,145350,2113,42,19,24,1800,1080,1152
172,10.29,"Anuppur, Bilaspur and Korba Districts",Madhya Pradesh and Chattisgarh,Adani Total Gas Limited,29-Mar-19,77033,23110,0,20,9,9,1289,773,488
173,10.3,"Jhabua, Banswara, Ratlam and Dungarpur Districts",Madhya Pradesh and Rajashthan,Gujarat Gas Limited,29-Mar-19,450000,135000,1182,54,24,33,2100,1260,659
174,10.31,"Jhansi (EAAA) District, Bhind, Jalaun, Lalitpur and Datia Districts",Madhya Pradesh and Uttar Pradesh,Adani Total Gas Limited,29-Mar-19,110099,33030,105,29,13,20,1568,941,276
175,10.32,"Ferozepur, Faridkot and Sri Muktsar",Punjab,Gujarat Gas Limited,29-03-2019,350004,70001,2911,45,14,28,1200,480,1032
,,Sahib Districts,,,(New start date,,,,,,,,,
,,,,,01.07.2021),,,,,,,,,
176,10.33,Hoshiarpur and Gurdaspur Districts,Punjab,Gujarat Gas Limited,29-Mar-19,600123,180037,6221,81,36,40,1800,1080,1093
177,10.34,"Ajmer, Pali and Rajsamand Districts",Rajasthan,Indraprastha Gas Limited,29-Mar-19,1000944,300283,261683,198,89,83,1944,1166,2850
178,10.35,Jalore and Sirohi Districts,Rajasthan,Gujarat Gas Limited,29-Mar-19,400008,120002,8430,30,14,31,1800,1080,868
179,10.36,"Azamgarh, Mau and Ballia Districts",Uttar Pradesh,Torrent Gas Limited,29-Mar-19,100800,25200,10648,40,15,26,1008,504,636
180,10.37,"Bareilly (EAAA) District, Pilibhit and Rampur Districts",Uttar Pradesh,Hindustan Petroleum Corporation Limited,29-Mar-19,145000,43500,14657,140,63,64,1200,720,1141
181,10.38,Basti and Ambedkarnagar Districts,Uttar Pradesh,Torrent Gas Limited,29-Mar-19,35100,8775,6157,18,7,15,207,104,245
,,,,,,,,,,,,,,
"Progress of PNG D, CNG and Pipeline (inch-km) in the Country - March  2025",,,,,,,,,,,,,,
,,,,,,Actual Progress vis-à-vis MWP Targets as on 31.3.2025,,,,,,,,
S.No,GA ID,Geographical Area/ CGD Networks,State/ Union Territory,Authorized CGD Entity,Date of Authorization,PNG Domestic Connections (Nos.),,,CNG Stations (Nos.),,, Pipeline (inch-Km),,
,,,,,, Total MWP Target,Pro-Rata Target,Achievement, Total MWP Target,Pro-Rata Target,Achievement, Total MWP Target,Pro-Rata Target,Achievement
182,10.39,"Farrukhabad, Etah and Hardoi",Uttar Pradesh,Hindustan Petroleum Corporation Limited,29-Mar-19,98000,29400,15114,75,34,57,1200,720,1216
,,Districts,,,,,,,,,,,,
183,10.4,Gonda and Barabanki Districts,Uttar Pradesh,Torrent Gas Limited,29-Mar-19,111600,33480,6991,36,16,27,756,454,1233
184,10.41,Jaunpur and Ghazipur Districts,Uttar Pradesh,Indian-Oil Adani Gas Private Limited,24-Apr-19,77033,21184,5847,38,16,17,875,481,323
185,10.42,"Kanpur (EAAA) District, Fatehpur and Hamirpur Districts",Uttar Pradesh,Indraprastha Gas Limited,29-Mar-19,144000,43200,49901,45,20,29,1170,702,1613
186,10.43,Mainpuri and Kannauj Districts,Uttar Pradesh,Hindustan Petroleum Corporation Limited,29-Mar-19,60000,18000,14427,45,20,36,972,583,1013
187,10.44,"Mirzapur, Chandauli and Sonbhadra",Uttar Pradesh,GAIL Gas Limited,29-Mar-19,151001,45300,9589,51,23,24,400,240,497
,,Districts,,,,,,,,,,,,
188,10.45,Shahjahanpur and Budaun Districts,Uttar Pradesh,Hindustan Petroleum Corporation Limited,29-Mar-19,125000,37500,17335,75,34,44,950,570,564
189,10.46,Bijnor and Nainital Districts,Uttar Pradesh and Uttarakhand,Hindustan Petroleum Corporation Limited,29-Mar-19,300000,90000,17540,91,27,36,NA,NA,1264
190,10.47,"Darjeeling, Jalpaiguri and Uttar Dinajpur Districts",West Bengal,Hindustan Petroleum Corporation Limited,29-Mar-19,690000,207000,5031,125,38,21,NA,NA,1111
191,10.48,Howrah (EAAA) District and Hoogly,West Bengal,Hindustan Petroleum Corporation Limited,29-03-2019,575000,115000,4398,100,30,29,900,360,529
,,(EAAA) District,,,(New start date,,,,,,,,,
,,,,,01.01.2022),,,,,,,,,
192,10.49,Nadia (EAAA) District and North 24 Parganas (EAAA) District,West Bengal,Hindustan Petroleum Corporation Limited,29-03-2019,625000,125000,8822,110,33,29,1543,617,520
,,,,,(New start date,,,,,,,,,
,,,,,01.01.2022),,,,,,,,,
193,10.5,South 24 Parganas (EAAA) District,West Bengal,Hindustan Petroleum Corporation Limited,29-Mar-19,300000,90000,142,65,29,12,1552,931,310
54,11.01,"Kurnool, Guntur, and Prakasam districts",Andhra Pradesh,Indian Oil Corporation Limited,15-Mar-22,4499311,899862,300,301,90,35,1412,565,358
195,11.02,"Nagaon, Morigaon, Hojai, Karbi",Assam,Adani Total Gas Limited,23-03-2022,481962,60245,0,78,15,8,1962,491,0
,,"Anglong, West Karbi Anglong and Dima Hasao districts",,, (New Start date,,,,,,,,,
,,,,,01.01.2023),,,,,,,,,
196,11.03,"Lakhimpur, Dhemaji , Darrang,",Assam,North East Gas Distribution Private Limited,23-03-2022,346000,51900,0,166,37,0,2288,686,39
,,"Udalgiri, Sonitpur and Biswanath Chariali districts",,, (New Start date,,,,,,,,,
,,,,,01.10.2022),,,,,,,,,
197,11.04,"Kokrajhar, Dhubri, South SalmaraMankachar and Goalpara districts",Assam,Adani Total Gas Limited,23-03-2022,311962,23397,0,62,7,5,962,156,88
,,,,,(New Start date,,,,,,,,,
,,,,,01.07.2023),,,,,,,,,
198,11.05,"Baksa, Barpeta, Bongaigaon, Chirang, Nalbari and Bajali districts",Assam,Adani Total Gas Limited,23-03-2022,481962,36147,0,78,9,7,878,143,17
,,,,,(New Start date,,,,,,,,,
,,,,,01.07.2023),,,,,,,,,
,,,,,,,,,,,,,,
"Progress of PNG D, CNG and Pipeline (inch-km) in the Country - March  2025",,,,,,,,,,,,,,
,,,,,,Actual Progress vis-à-vis MWP Targets as on 31.3.2025,,,,,,,,
S.No,GA ID,Geographical Area/ CGD Networks,State/ Union Territory,Authorized CGD Entity,Date of Authorization,PNG Domestic Connections (Nos.),,,CNG Stations (Nos.),,, Pipeline (inch-Km),,
,,,,,, Total MWP Target,Pro-Rata Target,Achievement, Total MWP Target,Pro-Rata Target,Achievement, Total MWP Target,Pro-Rata Target,Achievement
199,11.06,"Darbhanga, Madhubani, Supaul, Sitamarhi and Sheohar districts",Bihar,Bharat Petroleum Corporation,15-Mar-22,1010999,202200,32962,50,15,21,2895,1158,727
,,,,Limited,,,,,,,,,,
200,11.07,"Gopalganj, Siwan, West Champaran, East Champaran and Deoria districts",Bihar & Uttar Pradesh,Bharat Petroleum Corporation,04-May-22,1010999,176925,18089,67,18,26,4141,1449,453
,,,,Limited,,,,,,,,,,
201,11.08,"Baloda Bazar, Gariyaband and Raipur districts",Chhattisgarh,HCG Raipur Private Limited,18-02-2022,1506000,75300,0,606,45,3,5060,633,245
,,,,,(New Start date,,,,,,,,,
,,,,,01.10.2023),,,,,,,,,
202,11.09,"Kabirdham, Raj Nandgaon and Kanker districts",Chhattisgarh,Adani Total Gas Limited,15-03-2022,311962,31196,0,78,12,9,1962,392,33
,,,,,(New Start date,,,,,,,,,
,,,,,01.04.2023),,,,,,,,,
203,11.1,"Mungeli, Bemetara, Durg, Balod and Dhamtari districts",Chhattisgarh,Adani Total Gas Limited,15-03-2022,1111962,111196,0,178,27,18,1962,392,85
,,,,,(New Start date,,,,,,,,,
,,,,,01.04.2023),,,,,,,,,
204,11.11,"Jashpur, Raigarh, Janjgir-Champa and Mahasamund districts",Chhattisgarh,Adani Total Gas Limited,15-03-2022,881162,66087,0,162,18,5,1962,319,10
,,,,,(New Start date,,,,,,,,,
,,,,,01.07.2023),,,,,,,,,
205,11.16,"Mandi, Kullu, Kinnaur and Lahaul &",Himachal Pradesh,Gasonet Services (HP) Limited,29-Mar-22,252000,50400,0,45,9,3,NA,NA,0
,,Spiti districts,,,,,,,,,,,,
206,11.17,Kangra and Chamba districts,Himachal Pradesh,Think Gas Himachal Private Limited,15-Mar-22,300109,60022,0,41,8,2,NA,NA,0
207,11.18,"Jammu, Udhampur, Reasi, Samba and",UT of Jammu and Kashmir,Indian Oil Corporation Limited,15-03-2022,1452352,0,0,121,0,3,NA,NA,0
,,Kathua districts,,,(New Start date,,,,,,,,,
,,,,,01.10.2024),,,,,,,,,
208,11.19,"Gumla, Latehar, Lohardaga, Simdega, Garhwa and Khunti districts",Jharkhand,Adani Total Gas Limited,15-03-2022,161978,8099,0,62,5,13,978,122,37
,,,,,(New Start date,,,,,,,,,
,,,,,01.10.2023),,,,,,,,,
209,11.2,Chikkaballapur district,Karnataka,Megha City Gas Distribution  Private Limited,15-Mar-22,382500,76500,0,81,24,5,999,400,332
210,11.21,"Idukki, Kottayam and Pattanamtitta districts",Kerala,Sholagasco Private Limited,15-Mar-22,1080928,216186,0,325,98,6,1342,537,0
211,11.22,"Agar Malwa, Neemuch, Mandsaur and Jhalawar districts",Madhya Pradesh and Rajasthan,Megha City Gas Distribution  Private Limited,15-Mar-22,540000,108000,0,126,38,5,3060,1224,215
212,11.23,"Burhanpur, Khandwa, Khargone and",Madhya Pradesh,Adani Total Gas Limited,09-Mar-22,511978,102396,0,119,36,28,1578,631,22
,,Harda districts,,,,,,,,,,,,
213,11.24,"Tikamgarh, Niwari, Chattarpur and",Madhya Pradesh,Adani Total Gas Limited,09-Mar-22,191978,38396,0,47,14,11,1478,591,37
,,Panna districts,,,,,,,,,,,,
214,11.25,"Betul, Chhindwara, Seoni and Balaghat districts",Madhya Pradesh,Megha City Gas Distribution  Private Limited,09-03-2022,400500,20025,137,171,13,7,2088,261,0
,,,,,(New Start date,,,,,,,,,
,,,,,01.10.2023),,,,,,,,,
215,11.26,"Damoh, Jabalpur, Katni, Mandla, Umaria and Dindori districts",Madhya Pradesh,Megha City Gas Distribution  Private Limited,23-03-2022,1530000,114750,0,171,19,7,6507,1057,0
,,,,,(New Start date,,,,,,,,,
,,,,,01.07.2023),,,,,,,,,
,,,,,,,,,,,,,,
"Progress of PNG D, CNG and Pipeline (inch-km) in the Country - March  2025",,,,,,,,,,,,,,
,,,,,,Actual Progress vis-à-vis MWP Targets as on 31.3.2025,,,,,,,,
S.No,GA ID,Geographical Area/ CGD Networks,State/ Union Territory,Authorized CGD Entity,Date of Authorization,PNG Domestic Connections (Nos.),,,CNG Stations (Nos.),,, Pipeline (inch-Km),,
,,,,,, Total MWP Target,Pro-Rata Target,Achievement, Total MWP Target,Pro-Rata Target,Achievement, Total MWP Target,Pro-Rata Target,Achievement
216,11.27,"Hoshangabad, Narsinghpur, Sagar and",Madhya Pradesh,Megha City Gas Distribution  Private Limited,09-03-2022,663300,33165,0,207,16,6,3600,450,0
,,Vidisha districts,,,(New Start date,,,,,,,,,
,,,,,01.10.2023),,,,,,,,,
217,11.28,"Buldana, Nanded and Parbhani districts",Maharashtra,Maharashtra Natural Gas Limited,15-03-2022,2007730,100387,0,325,24,31,2600,325,229
,,,,,(New Start date,,,,,,,,,
,,,,,01.10.2023),,,,,,,,,
218,11.29,"Beed, Jalgaon and Jalna districts",Maharashtra,Indian Oil Corporation Limited,15-03-2022,2309973,115499,0,151,11,8,1188,149,144
,,,,,(New Start date,,,,,,,,,
,,,,,01.10.2023),,,,,,,,,
219,11.3,"Akola, Hingoli and Washim districts",Maharashtra,Adani Total Gas Limited,09-03-2022,511962,38397,0,101,11,15,1962,319,215
,,,,,(New Start date,,,,,,,,,
,,,,,01.07.2023),,,,,,,,,
220,11.31,Amravati and Yavatmal districts,Maharashtra,Adani Total Gas Limited,15-03-2022,901962,45098,0,162,12,19,2562,320,366
,,,,,(New Start date,,,,,,,,,
,,,,,01.10.2023),,,,,,,,,
221,11.32,Chandrapur and Wardha districts,Maharashtra,Megha City Gas Distribution  Private Limited,15-03-2022,909000,45450,0,117,9,7,3060,383,0
,,,,,(New Start date,,,,,,,,,
,,,,,01.10.2023),,,,,,,,,
222,11.33,Nagpur district,Maharashtra,HCG Nagpur Private Limited,18-02-2022,1965000,147375,0,756,85,23,7221,1173,415
,,,,,(New Start date,,,,,,,,,
,,,,,01.07.2023),,,,,,,,,
223,11.34,"Bhandara, Gondiya and Garchiroli districts",Maharashtra,Adani Total Gas Limited,09-03-2022,361962,18098,0,78,6,12,1562,195,46
,,,,,(New Start date,,,,,,,,,
,,,,,01.10.2023),,,,,,,,,
224,11.35,"Alirajpur, Nandurbar and Barwani districts",Maharashtra and Madhya Pradesh,Adani Total Gas Limited,09-Mar-22,221962,44392,0,62,19,17,662,265,0
225,11.36,"Koraput, Malkangiri, and Nabarangpur districts",Odisha,Adani Total Gas Limited,09-03-2022,151968,18996,0,38,7,3,968,242,0
,,,,,(New Start date,,,,,,,,,
,,,,,01.01.2023),,,,,,,,,
226,11.37,"Gajapati, Kandhamal, Boudh and Sonepur districts",Odisha,GAIL Gas Limited,28-Feb-22,30001,6000,57,30,9,3,900,360,0
227,11.38,"Rayagada, Kalahandi, Bolangir and Nuapada districts",Odisha,Megha City Gas Distribution  Private Limited,15-03-2022,303030,7576,9,63,2,3,2520,221,31
,,,,,(New Start date,,,,,,,,,
,,,,,01.01.2024),,,,,,,,,
228,11.39,Pathankot district,Punjab,Indian Oil Corporation Limited,29-03-2022,262740,0,0,51,0,4,151,0,0
,,,,,(New Start date,,,,,,,,,
,,,,,01.10.2025),,,,,,,,,
229,11.4,Tarn Taran district,Punjab,Megha City Gas Distribution  Private Limited,10-May-22,243000,42525,0,72,19,6,999,350,136
230,11.41,"Fazilka (except area already authorized), Ganganagar and",Punjab & Rajasthan,Bharat Petroleum Corporation,04-May-22,752999,131775,7067,49,13,26,3308,1158,875
,,Hanumangarh districts,,Limited,,,,,,,,,,
231,11.42,Bikaner and Churu districts,Rajasthan,Gasonet Services (RJ) Limited,15-Mar-22,900000,180000,0,81,24,10,1800,720,0
,,,,,,,,,,,,,,
"Progress of PNG D, CNG and Pipeline (inch-km) in the Country - March  2025",,,,,,,,,,,,,,
,,,,,,Actual Progress vis-à-vis MWP Targets as on 31.3.2025,,,,,,,,
S.No,GA ID,Geographical Area/ CGD Networks,State/ Union Territory,Authorized CGD Entity,Date of Authorization,PNG Domestic Connections (Nos.),,,CNG Stations (Nos.),,, Pipeline (inch-Km),,
,,,,,, Total MWP Target,Pro-Rata Target,Achievement, Total MWP Target,Pro-Rata Target,Achievement, Total MWP Target,Pro-Rata Target,Achievement
232,11.43,"Jhunjhunu, Sikar and Nagaur districts",Rajasthan,Indian Oil Corporation Limited,23-03-2022,2087645,208765,5619,171,26,43,1200,240,515
,,,,,(New Start date,,,,,,,,,
,,,,,01.04.2023),,,,,,,,,
233,11.44,"Dausa, Karauli, Sawai Madhopur and",Rajasthan,Hindustan Petroleum Corporation Limited,15-Mar-22,707000,141400,3336,124,37,43,3988,1595,1005
,,Tonk districts,,,,,,,,,,,,
234,11.45,Dharmapuri and Krishnagiri districts,Tamil Nadu,Indian Oil Corporation Limited,23-03-2022,1619227,202403,1724,201,38,17,1201,300,283
,,,,,(New Start date,,,,,,,,,
,,,,,01.01.2023),,,,,,,,,
235,11.46,"Tiruvannamalai, Villupuram and Kallakkurichi districts",Tamil Nadu,Megha City Gas Distribution  Private Limited,09-03-2022,1323000,132300,0,99,15,7,2520,504,11
,,,,,(New Start date,,,,,,,,,
,,,,,01.04.2023),,,,,,,,,
236,11.47,Ariyalur and Perambalur districts,Tamil Nadu,Megha City Gas Distribution  Private Limited,15-03-2022,419400,41940,0,63,9,4,1530,306,115
,,,,,(New Start date,,,,,,,,,
,,,,,01.04.2023),,,,,,,,,
237,11.48,Namakkal and Tiruchirapalli districts,Tamil Nadu,IRM Energy  Limited,15-03-2022,1774000,0,504,290,0,33,1450,73,142
,,,,,(New Start date,,,,,,,,,
,,,,,01.04.2024),,,,,,,,,
238,11.49,"Pudukottai, Sivaganga and Thanjavur districts",Tamil Nadu,Megha City Gas Distribution  Private Limited,23-03-2022,1400004,105000,0,216,24,4,6498,1056,187
,,,,,(New Start date,,,,,,,,,
,,,,,01.07.2023),,,,,,,,,
239,11.5,"Madurai, Theni and Virudhnagar districts",Tamil Nadu,Indian Oil Corporation Limited,23-03-2022,2846696,355837,2050,201,38,22,2001,500,410
,,,,,(New Start date,,,,,,,,,
,,,,,01.01.2023),,,,,,,,,
240,11.51,"Kanyakumari, Thoothukudi, Tiruneveli Kattabo and Tenkasi districts",Tamil Nadu,Indian Oil Corporation Limited,23-03-2022,2939842,367480,2113,251,47,15,2001,500,555
,,,,,(New Start date,,,,,,,,,
,,,,,01.01.2023),,,,,,,,,
241,11.52,Dindigul and Karur districts,Tamil Nadu,Megha City Gas Distribution Private Limited,15-03-2022,1008000,126000,0,135,25,3,3510,878,67
,,,,,(New Start date,,,,,,,,,
,,,,,01.01.2023),,,,,,,,,
242,11.53,The Nilgiris and Erode districts,Tamil Nadu,Bharat Petroleum Corporation,15-Mar-22,884777,176955,11303,201,60,50,1316,526,187
,,,,Limited,,,,,,,,,,
243,11.54,"Nizamabad, Adilabad, Nirmal,",Telangana,Maharashtra Natural Gas Limited,15-03-2022,1286333,96475,0,351,39,29,2500,406,807
,,Mancherial Kumuram Bheem,,,(New Start date,,,,,,,,,
,,Asifabad and Kamareddy districts,,,01.07.2023),,,,,,,,,
244,11.55,"Jogulamba Gadwal, Nagarkurnool,",Telangana and Karnataka,Megha City Gas Distribution  Private Limited,15-Mar-22,1299996,259999,126,270,81,13,4545,1818,271
